review	sentiment
stelios perfect host loveliest place central location issues heat water morning looked simple perfect place stay athens perfect place	positive
difficult start house perfect located safe extremely clean feel real entrance delightful garden wonderful balcony kitchen view garden large living room comfortable sofa perfect internet netflix smart delicious bed extra pillows extremely clean towels sheets house view charming garden bed bathroom extra clean amenities comfortable bathtub perfect washing machine house street excellent market meat market good prices blocks subway station takes center acropolis monastiraki plaka beaches marinas great comfort security tavros neighborhood house located extremely safe familiar cafes pizzerias delicious restaurants feel local person charming hospitable greek people live ease check check point note finally elena hostess perfect situation stay happened quarantine period covid responds resolve care guest education respect professionalism hard days elena wonderful accommodation lovely difficult leave double stay february april return greece place staying	positive
wonderful hosts dedicated finding lost coming metro walked apartment nice place dthe stay great	positive
stayed nights happy arrived late night train kalambaka host happy meet train station sygroufix minute walk place location ideal visiting acropolis quiet street offset busier tourist areas minute walk acropolis entrance room bed comfortable photos balcony connected room small table chairs room people cold night room stay warm blankets provided warms night shouldnt issue happily return future	positive
dimitris place affordable centric location athens area variety restaurants stores boutiques walking distance food places bars accesible area amam communication dimitris assistant kelly professionalism prompt response key successful communication experience stay faith issue experience care timely matter public transportation enjoy metro station close airport busses taxis area locals pretty nice helpful language presents challenge theyll ways coming stay centric affordable place future coming people travel pretty place covers basic enjoyable stay	positive
oppholdet var fint god beliggenhet sentral byen med korte avstander fleste attraksjoner dessverre var sengen dette rommet drlig kvalitet hard ligge knirket hver gang vi beveget oss tross dette var det fint opphold kan anbefales dager	neutral
great excellent experience staying apartment location excellent ermou street easy walking distance acropolis agora shopping districts quiet night street musicians pack night apartment clean wireless fast bed comfortable firm unit large lots space hang unit francis excellent host answered questions issue bathroom small highly recommend apartment	positive
wow booked based reviews location place great view acropolis athens wonderful feel live small elevatorlift floor fun holds people depending size luggage balcony rooftop sleep happy beautiful church small street building konstantinos amazing host meets treats friend greek yogurt honey serves talk notch bunch restaurants shop road amazing breakfast local pastry shop locals stopped fresh baked goods dinner sky walk issues graffiti building neighborhood appears athens neighborhood location felt safe great trip athens staying	positive
appartement located host enthusiastic visit athens persons bad choice	negative
apartment restaurants coffe shops locals good metro victoria pleasant place hang atlast time raised issues host thought minor things corrected problems remained role toilet paper days extra towels wonderful nespresso machine capsules glases cleaned floors clean feet black dirt immidiately dirt smeared removed clean surprised host reply message wrote day staylike wrote previous review love aparment expect paid double compared time stayed	negative
place fantastic needed beds extremely comfortable danae super friendly quick respond issues neighbourhood sketchy host clear advance reviews mentioned thing place parked met host told leave car didnt brought apartment mins host left neighbour knocked door attempting break car rushed street rear passenger door rental car pried open antenna ripped happened daylight park secured parking garages located nearby dont leave car street minutes danae great	positive
boyfriend stayed katerinas place days location great walk acropolis mins mins city center lot restaurants nearby residential area hard parking spot tho house great clean katerina provided equipped kitchen bedroom bathroom living room nice greeting spot showing house highly recommend katerinas place	positive
stay amazing location closer needed easily walking distance host george wonderful people extra steps accommodations stress free pleasant experience care experiences bad	positive
nice apartment bad good location	positive
dont wanna waste energy time airbnb users experiences written reviews helpful booked asked screenshot internet running speed explained essential online teaching jobs send screenshots airbnb asked message details uploaddownload speeds told mb download mb upload told current speed laptops connected internet problem timewe arrive speed test mb download upload discrepancy work month long booking impossible considered leaving athenspaying accommodation katerina assured normal speed contact internet provider sounded technical issue turns internet speed option pay company upgrade long story short katerina lied snide communications cover corner clear deceptive outset ive literally big problem airbnb forced fly spend loads flights forfeit money lost work worst outcome	negative
rozana great host informative house great view acropolis issue noiseconstruction rozana dealt accommodating	positive
lovely time staying lucis place great communication comfortable apartment walking distance major sites minutes walk metro station kitchenette preparing simple meals appreciated recommendations tips luci guests small issue apartment solve nice tea coffee bottle wine arrived highly recommend	positive
apartment warm welcoming cold nights aris points great food drink options area great affordable options explore aris great communicate airbnb ready assist transportation options tofrom airport hard selling	positive
amazing place heart location amazing apartment claire amazing host needed reading couple reviews reluctant book feedback noise issue noise mind heart happening athens highly recommend place plan book return athens year	positive
worst night booked enter place replied wrong address guy opened door stayingthere	negative
center athens loft perfectly literally center loft located short walk meaning minutes countless restaurants bars fun local shopping monastiraki flea market loft beautiful unparalleled hospitality host combined incredible location perfect choice arrival alex dad waiting greet bags inside complimentary bottle wine fresh fruit cold water waiting fridge loft immaculate kidding speck dust lot thought renovations attention impressive center athens loft stars	positive
nice apartment center athens major attractions walking distance veny works hard making stay comfortable	positive
airbnb experiences jim hospitality picked airport helped bus station bus port left arrived jim apartment introduced friend cafe corner care breakfast oriented neighborhood tips eat felt introduction greece apartment comfortable easily location plaka main sites walked traveled athens week currency crisis didnt issues notice ordinary worried traveling athens dont jim	positive
expect hope expect good host issues helpful terms local tips responsive messages	neutral
dannys apartment close parliament literally street walk acropolis min view balcony amazing rooms clean bed comfortable kitchen small didnt cook negative checking flight delayed hours time arrived apartment reach danny didnt door buzz lucky taxi driver helped speaking greek mix danny waiting apartment allowed store luggage check close place enjoy athens longer danny pleasant stay	positive
apartment nice minutes walk acropolis metro easy walking distance cities central sights george welcoming host real issues	positive
spent wonderful days amazing apartment place secure spacious clean fresh hosts thought extras stay special toiletries bathroom fullyequipped kitchen including dishwasher filtered water snacks provided great wifi maps tourist helpful tips straight host location apartment amazing minute walk acropolis great supermarket minutes walk street heaps cafes restaurants short walk close metro stations didnt walked apartment warm dark quiet night bed comfy extra pillows blankets couple weeks limited facilities islands nice needed including washing machine clothes airer balcony prepare meals kitchen nice weeks travelling lots restaurant meals hosts allowed store luggage apartment checkout time completed cleaning late flight felt kind extra allowed enjoy hours city burdened suitcases recommending vasilikis place friends booking athens wonderful stay	positive
uncomfortable airbnb kolonaki mikes place awesome slept space largest ive athens comfortable close center monastiraki strong comfortable apartment center city recommend	positive
stratoss apartment excellent turned apartments sidebyside bhk bhk expected expecting bhk worked perfectly couple family location apartment fantastic mins walk psirri monastriaki neighborhoods mins walk acropolis neighborhood keramikos lot cool restaurants bars fantastic slight disappointment kitchen stocked oil salt sugar basics limited potspans matter family nice cook breakfast heading day omelettes bit stayed apartment santorini issue greek apartment thing recommend	positive
natasas place absolutely amazing fully renovated modern clean cozy apartment minutes walking distance metro station informed natasas guests apartment amenities luxurious fully stocked kitchen clothes washerdryer powerful air condition units hot cold operation hispeed wifi large comfortable sofa good quality relaxing beds sheets covers pillows nice bathroom perfect large shower excellent water pressure neighborhood safe quiet place close grocery stores restaurants bakeries confectioneries caf bars pharmacies acropolis metro stops syntagma square stops communications natasa quick easy answer questions helpful perfect host highly recommend natasas place visit athens	positive
place central super easy apartment pictures steven super easy contact hold arranged taxi van pick airport apartment pictures super clean complaint smaller beds broken steven stay fabulous	positive
fault place decorated	negative
details checkin good organized housekeeper opened flat short walk decided stay days house nice eleana heavy discount location acropolis minutes balcony directly flat bars restaurants negative points washingmachine greek issues internet stay time recommented backpackers met group decided stay	neutral
marias place great location close arrival easy maria prepared lots helpful recommendations food preparation bit limited place cafes restaurants close	positive
happy view spectacular apartment appears pictures valia converted apartment chic modern tasteful retains special charm view wow valia meet flight late amazingly warm hospitality stayed airbnbs rental properties favorite experience location fantastic central acropolis cafes restaurants nearby sweet store provisions base building takis bakery couple blocks missed valia	positive
perfect space clean lovely stay balcony big super nice relax enjoy nice view neighbourhood area great athens bit longer koukake neighbourhood super lots restaurants coffee shops areas eclectic small complaint school apartment bit noisy young kids crying visiting school lovely space	positive
superflat superhost nikolas easy communicate helped questions greece athens flat flat big modern light clean pictures didnt cook meals breakfast oven area quiet felt safe good sized supermarket walking distance nice bakeries thing issue visitors walk hills flat busstop shops hand taxi inexpensive paid euros closest metro station happy return future	positive
staying dimitras tasos wonderful experience family building safe neighbourhood athens nice tips area tasos dimitras mother offered pastitsio proper greek hospitality dimitra extra helpful extra radiator flat cold warm toasty future visitors heating gas installed interior stylish good taste beautiful sofas relax joy live mins walk nearest metro evaggelismos dimitra warned metres uphill physically fit problem great exercise stay dimitra tasos	positive
apartment amazing start holiday greece location stunning remember visit terrace unique unobstracted view acropolis katerina arranged warm bottle greek wine ingredients breakfast fridge document suggestions things athens appreciated downside accommodation bed uncomfortable enjoy nights sleep high recommendation	positive
stayed maria place nights absolutely loved shops bars coffee shops restaurants close view fact spent bit time watching lights athens acropolis easy taxi ride plaka monastiraki dostricts preferred safe quiet neighbour hood stay closer acropolis area maria delightful helpful taxi crazy driver communicate poor greek speaking ability spoke phone address directions house clean lift massive bonus sad toleave lovely apartment pictures	positive
check easy arrived airbnb looked decent couch completely broken sit things halfway stay patio started flood foot deep water rain clogged drain unclogged drain kitchen knife trash left room corner lights didnt work disturbing occurred checked misunderstood checkout time messaged host extend declined guest understandable host hour check told cleaning crew waiting airbnb cleaning crew airbnb moving stuff completely invasion privacy wife shocked grown men apartment moving things worst scariest recommend	negative
haroula good host problems delayed ferry allowed stay field longer day additional charges helpful recommend host	positive
rita great host helpful recommendations suggestions places visit arrival taxi meet good communicating helping bags suggestions rita great host fault apartment great view acropolisparthenon roof terrace brilliant bonus apartment	positive
great stay panos place apartment cute comfortable needed including electrical adapters sewing kit communicative host email hidden airbnb met time train station neighborhood touristy parts athenians met surprised young single female stay area implied bit shady felt safe issues fact people nearby stores friendlier downtown novelty dealing tourists worn recommend place	positive
location amazingly good noise weekends unbearable bad didnt feel place host	positive
clean noisy night fault owner place location great accessible food shopping historical landmarks stay	positive
vivian super host arrived tired traveling hours straight vivian meet studio lovely room picture clean comfortable bed fridge stocked cold water butter marmalade ice cubes vivian transportation number buses vivian check needed enjoying city day personal laundry changed sheets towels location studio wonderful close cafs shops walked miles city enjoying cultural sites shops restaurants locals accommodating extremely helpful return great experience	positive
theo responsive communicating apartment close major attractions upper walked everywherethe apartment clean quiet modern dishwasher washerdryer nice addition apartment benefit decorations feel homey didnt spend time sleep supermarket meters street essentialsthe apartment building disrepair nice lighting entrance issues traversing neighborhood	positive
apartment great location close downtown tons great food door apartment great lots room feel stuffy lots windows fresh air great balcony enjoying morning coffee stay landlord helps issues stay hassle free	positive
lovely stay alexandros apartment location absolutely perfect walk easily sites restaurants planned visit quiet street great price appreciated quick alexandros respond word light sleepers walls master bedroom hear family door talking snoring late hours dont normal moved futon room issues nighttime sounds	positive
ahmads place comfortable washing hang clothes horse late check check team stayed late issue conveniently located train station airport	positive
instructions apartment easy katia met arrived pleasant helpful patient explaining needed apartment neighborhood accommodate storing luggage extra hours stay apartment located connected minutes metro minutes acropolis museum charming neighborhood cafes restaurants grocery shops apartment comfortable nice big bed small fully functional kitchen tiny bathroom small balcony generally small big short stay notsocomfortable shower small tall person separated rest bathroom floor covered water patience issue great stay stay	positive
george nice host flat perfectly clean min metro sofa bed bit hard days good reccomend	positive
great comfortable place centre athens great views noise major athens road bad recommend place	positive
beat view flat charming helpful hostess speaks excellent english interested hearing live music rembetika jazz local festival couple nights hard drawback distance metro steps dont feel walking frequent buses flat people mobility problems absolute heaven	positive
kat ilarias place stunning ilaria arranged driver pick airport waited check felt terrible late didnt minded sweet kat checked pleasure communication kat ilaria quick respond messages extremely helpful showing providing tips check daily arrange taxi services place clean modern bathrooms bedrooms pictured roof terrace beautiful perfect mini photo shoot athens kat ilarias place ladies	positive
nice place spacious close attractions metro breakfast included dimitris responsive accommodating issue bathroom bath shower flood bathroom	positive
comfy flat light great location nice host apartment room living room noisy street strong smell bad strong sticks clothes time short stay	positive
location location location location ilianas apartment perfect walking distance shops cafes monuments iliana quick respond emailed questions apartment located extremely busy street types noise night didnt mind enjoyed saxophone playing randomly complaints sheer curtains hard sleep brought light bought eye mask problem solved lock main door difficult insert unlock door playing	positive
airbnb clean furnished nice hotel room view acropolis thanos place accommodations stayed wished time spend space sit balcony write work laptop enjoying view thanos friendly met generally quick respond lapse night checkout replied morning big issue athens book	positive
vassiloss great host super responsive thoughtful helpful issue taxi driver arrived vassiloss waited sorted apartment located acropolis view balcony clean equipped located strong recommendation planning trip athens	positive
athanasios place fantastic modern clean great location comfortable bed spacious beautiful terrace views temple zeus steps national gardens arrival time bad traffic athanasios accommodating	positive
hard write miglen himalthough respond messages people reserve place homeits kind pension runs airbnb day arrived woman welcomed meprobably working touristic info asked cruise tours etcwhile building homeless drug addict people asked woman safe respond prostitute drug dealers safe stay lady dangerous darkspecially midnight heared fights screams street felt scary peaceful place sleep room bathroom simplebreakfast good welli piece feta cheese box butter jam olives written airbnb pagesadly dont stay place generally omonia	negative
louis flat pictured spotlessly clean included toiletries nice linens kitchen towel appreciated stayed week ideal bed bit comfortable slept soundly terrible	negative
starting start panos place lovely neighborhood slope gorgeous lycabettus hill safe super cute lot nice cafes bars bistros lot high rank politicians live nearby streets patrolled alarm officers mind business fact extra safety car prepared walking uphill perfect people trouble knees car city personally loved hike slope lycabettus hill loveliest things athens walk beautiful view simply spectacularthe flat convenient comfy practically arranged pretty cute loved sparkling bathroom bedroom elvira super sweet lady keys flat clean amazing work place shining place sugar jars spotless personally problem beds mattresses bad agree injured shoulders unfortunate loved place coldest nights bit smoke flat windows assumed burner nearby emitting big problem clear minall wonderful stay panos	positive
spiros airbnb host ive problem flight delayed waited apartment order amenities local tips baggage lost spiros organised taxi airport collect bags organised taxi airport departure spiros duty care returning trip recommend place spacious clean wonderful location easy main attractions safe neighbourhood highly recommend	positive
location great bedrooms good cold	positive
thick things athens place block great shopping great restaurants super close acropolis super clean neighborhood felt safe matter time walked church bells couple days morning street quiet water pressure shower wonderful issue pipes athens sewer asked toilet paper trash cans flush guess common countries sewer systems super easy check accommodated early arrival washing machine life saver walking day pretty sweaty mattress good dont woken light coming bedroom unlash metal shutters cord closes slats completely night didnt realize closed morning light woke early pitch dark room	positive
appartment photos reality main room kitchen windows appartment dark sun inside good hot main disadvantages smell humidity ventilation apparment specific smell air freshener refreshed air time time spaying dose parfum humidity worse smell leave heater days humid inside ventilate appartment pillows blanket feeling humid days owner responsiveness takes care appartment appartment minutes centre public transport reach appartment metro bus troleybus convenient metro general bad price expentations problem	neutral
georgina super nice welcomed apartment time contact arrival issue communication apartment centrally located min walk syntagma square fully renovated comforts description website building bit big issue honestly fully recommended nice stay central athens	positive
markos super hosthe amazing caring small things helped baby infant needed baby issue apt centre athens amazing location comfortable clean stay markos hope	positive
start miltos host checked ensure landed attempted arrange transfer airport apartment local map spent time eat experience athens helped book covid tests local shops continuously demonstrated courtesy experienced arranged driver thomas print covid forms needed provided transporting ferry miltos simply amazing host apartment centre plaka perfect location disappointed staying miltos	negative
apartment clean comfortable neighborhood hard navigate pretty athens	positive
great stay angelas accommodating delay flight easy check met	positive
place nice hosts helpful quick respond messages issue place bugs bathroom hosts professional place great minute walk acropolis minute walk nearest metro station	positive
victorias apartment perfect base explore athens centrally located close train station surrounded lots nice restaurants cafes nights wished longer apartment spacious stylish ultra comfortable victoria prompt responses met apartment arrival cold beer super helpful stay airbnb experience	positive
apartment spacious central location views acropolis incredible grigoris host accommodating friendly good great coffee nearby issues finishings amenities place felt unfinished planned kitchen tiny waterproofed chipboard shelves cupboards bathroom layout weird walk wet shower area toilet door bathroom isnt door lump frosted glass kind rests wall shower head waist height essentially horizontal shower aim water stomach hold screws sticking wall toilet seat rested readjusted time set keys host encouraged locking door key travel group couple leave stay street noisy dont stay love party dont plan sleeping midnight loud shops dance music hours night noise cancelling headphones sleep	neutral
location wonderful bit hard great spot family loved sit views acropolis background living room coolest place stay bedroom lot warmer enjoyed place feel local place price fair feel locals live	positive
neighbourhood basically slums nice evening load spare tyres car parts place beautiful amazing apartment balconies fully stocked utensils perfect days spent city sightsee relax book beach hotel downsides area horrible water shower cold keys didnt work lift big gate undo deadbolt apartment door fingers open wifi hard understand connect bars restaurants novotel road view acropolis isnt close thought	neutral
perfect studio centrally located easy communucation reliable pickup service port night delayed arrival highly recommendable wrong	positive
pleasantly surprised room looked person extremely spacious open clean cool bathroom features close proximity metro literally street stelios kind responsive clear instructions check easy complaint trash bins trash previous guest point shopping bag separately filled trash throw simple oversight cleaning process spotless floorsmirrorbathroom clean worth price bed comfy	positive
stratos met cafe apartment warm welcoming patient flight bit delayed contact trip ensure apartment spacious nice amenities location perfect great stay	positive
appartment nice clean quiet area trolley bus walk flat easy dowtown athens bus arrive syndagma leandros answer emails supermarket street thing improve bedroom heat july room hot sleep great book bob dylan bad greek language cet appartement vraiment sympa trs propre leandros toujours rpondu trs rapidement mails trs bonne communication quartier trs agrable finalement trs loin centre dathnes trolley bus meilleure option compter environ porte porte pour quartier syndagma supermarch bout rue place pour garer vous tes voiture seul petit bmol lair conditionn uniquement dans pice principale seconde chambre nen quand nous tions faisait vraiment trop chaud pour dormir	positive
huge location felt scam arrivedwe place pictures pictures match place isthe area looked unsafe place enjoy walk night taxi driver told dangerous place good stay booked week alreadycheck check easy instructions host usinside apartment presentedclean equipped basic necessitiesother negatives air condition hot waterair condition stuck low degree remote work shower warm water stopped shortly shower cold water long flightafter hours sleep cancelled reservation leave early morning	negative
pictures justice beautiful view husband friends friend trip place super modern pretty clean washer place hang clothes balcony patio nice area sit hang apartment homey pretty complaint apartment located super sketchy neighborhood kind scary bad highly recommend staying sokol attentive feel welcomed	positive
throughly enjoyed stay remis spot trouble arrival taxi driver ride remi great sorted apartment lovely quaint big double doors small balcony awesome budget dinners cheap wine evenings haha including small stove cutlery location bad ended walks weather cool return athens	positive
stay harrys apartment charm greeted cold beers fridge funny polite feel place superclean quiet cozy equipped kinds coffees teas kitchen shampoo bathroom stuff hair dryer iron decoration nice simple location absolutely perfect minutes walk metro station minutes walk syntagma square neighborhood athens safe classy great restaurants bars great place great host recommend spending time downtown athens book time stay downtown	positive
careful location room bad room keeper taxi bus transportation room bad contact room keeper email room time required taxi room airbnb	neutral
living argiros apartment experience airbnb dissapointed communication argiro perfect stupid questions answered apartment beautiful hard feel trip athens time visited athens time living incredible apartment	positive
place amaizing veroniki nice helpfull host unfertounally accident damaged apartments stuff uncomfortable situation veroniki kind togehter solution	positive
amazing appartment stayed alexia georgia amazing hosts depth details arrive airport metro arriving meet alexia georgia tour appartment great details area good people appartment view breathtaking pictures absolutely love place helpful hosts stay guarantee disappointed hope stay returning athens alexia georgia	positive
meet youll understand superhost responsive start messaged flight delayed understanding apartment unbeatable view great location lots cafes restaurants nearby acropolis minute walk felt safe keys needed place building foyer unit apartment clean modern enjoyed natural sunlight shades blocked light needed plenty hot water pressure low beds noisy hear floors towels softest entire trip smelled good great host enjoyed stay stay ks	positive
location apartment city safe area central athens super close metro easy walking distance pretty visited jane fantastic host worked airport delay local recommendations advice safest routes boroughs absolutely staying bright clean homely	positive
location great easily taxi major neighborhoods plaka monastiraki acropolis area apartment roomy space people plenty bathrooms clean small elevator apartment luggage great stay water heating issue understand host nice asked didnt sooner fault didnt shower sooner encounter problem argumentative proceeded work directly airbnb didnt feel yelled problem didnt large group staying place clean modern wary host approach problems argumentative manner	neutral
stay apostolos unsatisfying lost translation asked times wake approximate time thinking generally interested tourists woke time weirdly working conditioning hrs sleep rest great felt uncomfortable surveillance left washing faces organise selfcheckin observed doesnt speak english young women interaction kind creepy lack sleep ruined day ready stay privacy whatsoever clean bathroom equipped supplies friend offered coffee experience downs prefer interact host	negative
spectacular rooftop terrace view location vertical stairs fine space hard otherspros private floor terrace amazing views city acropolis floors worked great floor entryway location beat complimentary bottle winecons stairs hard hard ready tiny bathrooman mirror living area amazing addition	positive
amelie kind host issue	neutral
sophia extremely nice person responsive question answered minutes location good uphill notice athens downhill place clean safe water hot issues case older buildings sophias place wifi fast arrives late night option keys locked special box passcode extremely comfortable recommend visiting athens	positive
cosy studio great remodeled accomodation difficult modern athens price tonia super kind helpful area bit depressed recommended walk late night didnt problems close city centre bit uncomfortable shower cabin recommended	positive
comfortable spacious clean apartment ampelokipi neighborhood furniture contemporary fashion design comfortable beds apartment twin beds traveled friends dbl bedsofa combination fight bed haha min walk metro walking entire day rains supermarket building church bells ringing morning faced high humidity room rainy weather missed olive oil cooking rest fine superb prices highly appreciated late check provided owners big comfortable people	positive
natalias airbb immaculate beautifully decorated fully stocked amenity weeklong stay athens dont bother bring shampoo conditioner body wash condo supplied abundance towels toilet paper paper towels garbage bags hand soap laundry detergent provided request additional supplies communications christina feel family stay athens wonderful feeling christina watching responsive questions arrival flight frankfurt long flight west coast athens shortly christina met brotherinlaw magellan party ahead spa appointment asked gracious accommodating hostess christina expectations magellan quick overview condo escorted spa lost condo literally thoughtful amenity huge basket filled fresh fruit snacks pastries easter chocolates celebrate holy week impressive kitchen fully stocked cereal oatmeal jars honey jam juice wine ouzo milk filtered water accoutrement needed cook major meals stay enjoy bounty fresh food bought nearby markets island trip aegina combination washer dryer incredibly handy laundry night loved unwinding late evenings watching netflix big screen living room amazing natural light day wraparound balcony accessible tvliving room bedrooms perfect experiencing fireworks midnight candlelight procession easter greeted passersby christos anesti enjoyment steaming cups natalias nespresso coffee mornings watching neighborhood awakenchristinas communication absolutely perfect quick response times friendly felt confident case emergencies christina arranged transportation airport airport easter sunday efforts behalf traveling stress fall zerothe location condo handful minutes walking access major neighborhoods small market delicious eateries pharmacy conveniently located nearby christina provided laminated map kitchen table helpful recommendations eat things emergency case needed buy access tripwe literally asked homelike environment perfect host christina trip athens stars christina natalia hope stay time athens	positive
perfect location cute simple clean space awesome directions clear straight forward absolutely issues wonderful experience	positive
apartment phenomenal beautifully decorated view rival athens recommend great base trip athens stayed friends ample room great communication host enjoyed stay save major aspect hot hosts explained working properly understand things happen uncomfortable degree athens heat enjoyed apartment fixed	positive
great place theofilos friendly wait min delay stayed night super highly recommended	positive
great time apartman bit cold inside raise temberature room close center good comunication panos super cool helpful athens choose place	positive
great central location check process cumbersome location idealvery close acropolis museum national gardens restaurants door mini market nice owner great place stock water snacks space nice met hot water dispersalthe water turned ice cold minutes hopping shower major drawback confusing checkin process ahead stay host pdf guide apartment checkin instructions included arrived left coordinate text figure wifi reliable cell service luckily aforementioned kind market owner told key idea apartment number checkin process confusing host communicative helped arrange car service port	neutral
apartment great place stay min walk acropolis direction mins shops thissio train station apartment warm comfortable list restaurant suggestions helpful bottle wine appreciated apartment restaurant stage noise issue winter finally meetandgreet perfect stay	positive
massimilianos apartment great pleasure stay time athens massimiliano easy communicate responsive extremely flexible setting checkin checkout perfectly fit schedule pighi point person checks extremely friendly english limited apartment quiet building appointed air conditioned beds dual purpose seatscouches comfortable good wifi located close subway walkable distance main tourist areas acropolis easily rely walking public transit staying grocery store super close	positive
nice apartment building complain price sokol great host extremely attentive quick respond issues issue neighborhood extremely shady	positive
marias apartment beautiful place discover athen situated nearby touristic destinies reaches interesting places foot metro tired house place quiet comfortable missed lot maria	positive
location great close subway acropolis flat pretty clean hairs shower bad smelling place kitchen equipments dirty	neutral
fablouse apartment lovely fantastic view huge balcony time september hear music concerts acropolis nightly absolutely magical stated description bedrooms bathrooms space living room dining room great kitchen night winds escalated uncomfortable level floor penthouse problem wanted sit additional balconies realtors claim location location location true apartment minutes walk restaurantcaf mega area large grocery store metro subway short walk pedestrian walkway acropolis communication host nefeli absolutely perfect hesitate book	positive
loved apartment great location stayed real problem single fold bed terrible adequate young child noisy weak flipped sideways son rolled	negative
recommend place christos lovely guy communicative accommodate delayed flight beautiful apartment silence sleep perfect sound heard good supermarket literally street acropolis min foot place equipped prolonged stay staying points lush balcony	positive
athens apartment families highlight vacation promised planned booking good experience long arrived apartment anna offered transportation fromto airport extra charge compared transportation fees athens giannis driver kind arrived apartment pictures house masterpiece clean equipped apartment literally good shape satisfied hard anna helpful stay apartment answer questions guide choice apartment close victoria metro omonia monastiraki acropolis taxis buses days preferred walking explore area lot bakeries restaurants basically center heart athens night acropolis lit balcony defiantly stay athens	positive
house exceptional acropolis shopping restaurants short walk mars hill key historic sites house perfect family center historic athens residential neighbourhood issues noises late hours carnival week nicholas great communication works hard ensure area essentials arrive athens amazing house matched	positive
appartement exarcheia anarchist district athens appartment great horrible ventilation aeration causing smell terrible heat bathroom separate room shower wall bowl sink wich handy mess clean nice design nice host	negative
fantastic location fault cleanliness great responsive host stylish interior building unique charms great issues toiletbathroom worrying electrical load constantly aware electrical appliances order trip lights shower bedroom needed fixed failed attempts including host niggly issues meeting host major worry subway station arrangement keys apartment change bed linens bath towels nights stay good	positive
meet sevi personally kind responded messages partner kind treated apartment comfortable clean modern perfect feel good inlcuso left wine disadvantage neighborhood safe night live bad experience arrival fortunately real pity risks brave location perfect subway blocks walk acropolis half hour walk	positive
jans place places visited accommodation secure refreshingly inside apartment perfect couple location central minute walking distance metro fault accommodation recommend place heartedly couple travelling athens topping hosts informative providing access areas worth visiting lovely stay	positive
george wonderful host friendly helpful great restaurant tips responded time asked loved terrace amazing acropolis view enjoyed watering beautiful plants morning neighborhood imagine stay chique priced restaurants bars host locals issue boyfriend complained bed bit hard helped ease pain bold thumbsup georges gorgeous apartment	positive
maria perfect host waited train arrived athens delay fresh bread mothers delicious marmalade breakfast apartment wonderful nice neighbourhood close turistic area acropolis metro feel	positive
girlfriend place enjoyed stay clean cozy bottles cold water left fridge thought athens august heats	positive
great place centrally located bed firm liking host great issues	positive
evgenia great communication quick answer questions apartment perfect location close metro great places eat including euro gyro place delicious dont dos agaves downstairs absolutely delicious room pictured nice water kettle cold tea room shutters block noise sun dont forget set alarm didnt chance meet super simple place keys detailed instructions stay	positive
loved place super spacious stylish impressed cleanness hard big apartment perfectly clean point staying	positive
miltos place awesome pictures amazing host advice sightseeing spotless clean center athens location walked wifi great work stay issues connection entrance building gelateria ice creams incredible return athens stay	positive
great host helped quick repairing minor issues apartement great location lively area delicious icecream coffee downstairseasy checkincheckout great experience	positive
apartment nice photos located centrally main tourist draws athens street sketchy lots graffiti issue athens felt safe entire time loukas excellent host good communication check smooth recommend place	positive
comfortable apartment great host tolis comfortable stay great tips restaurants worth visiting central location walk major attractions acropolis town city centersyntagma squarethe apartment beautiful practical clean issues noise traffic slept baby digital nomad kitchen table working space worked excellent fyi tall people ceiling bathroom bit low crouch showerwould absolute recommend tolis apartments definitively time athens	positive
helen exceptional host pleasant ready quick reply complaint apartment clean comfortable located remoted max min foot sights cafes restaurantslot restaurants shops museums neighborhood night noisy size city family enjoyed stay lot praise helen stars	positive
experience airbnb perfect marias apartment clean comfortable staying place convenient quiet location maria met train station lost kind neighborhood knew food supplies wonderful experience hesitate airbnb hope host nice great place apartment	positive
place located super close metro main attractions athens great food bakery options nearby place clean spacious issues understanding washer dryer greek figured point great recommend taxi pickup airport great	positive
gazi nice place stay recommended flat spring summer autumn winter days lost place cold rooms meter high small units fortunately flat rerented didnt pay	neutral
great place amazing view beautifully ira sweet accommodating ordered communication issues highly reccomend regret didnt stay night	positive
great apartment safe neighborhood close major sites athens neighborhood nice athens kon mother arrange late check delayed flight appreciated negative things today pleased stay	positive
brilliant days athens staying vasias apartment enjoyment large double bedrooms comfortable sitting room bathroom adequate special kitchen fine dont cooking modern fridge freezer ringed hob microwave oven kettle kitchen utensils smallest tables eat mattered happy eat vasias dad tasos helpful arrived told needed location brilliant minutes walk metro stops syntagma square supermarket minutes walking distance bakeries residential area limited number restaurants problem finding eat wifi worked perfectly day age reckon apartment good hope stay time visit athens	positive
haris great guy place ready guests dirty gum floors shoes strewn beer bottles pool maintained shower doors missing drywall peeling walls blinds broken stuck door locks disabledmost importantly safety concerns lock apartment locks disabled meaning app code unlock apartment inside scary roller blinds stuck bedrooms escape door pool large tarp attached balcony rail blows pool drowning hazard edge balcony falling hazard floor crazyall price point good rooftop pool maintenance cleanliness safety issues outweighed price recommend	neutral
clean wellequipped wellkept atmospheric greekstyle apartment perfect long stay family bedrooms large comfortable clean beds air conditioning room efficient functional equipped kitchen fridge great roomy dining room lounge relax wonderful wifi fast stable bathroom clean tidy hot water large terrace deserves praise warm balcony nice place morning coffee evenings cold wine hit cat big ears watching living street neighborhood surroundings calm quiet safe neighbors heard close metro shops cafes easily reach attractions athens rating	positive
